"id","member_id","loan_amnt","funded_amnt","funded_amnt_inv","term","int_rate","installment","emp_title","emp_length","home_ownership","annual_inc","verification_status","issue_d","loan_status","pymnt_plan","url","desc","purpose","title","zip_code","addr_state","dti","delinq_2yrs","earliest_cr_line","inq_last_6mths","mths_since_last_delinq","mths_since_last_record","open_acc","pub_rec","revol_bal","revol_util","total_acc","initial_list_status","out_prncp","out_prncp_inv","total_pymnt","total_pymnt_inv","total_rec_prncp","total_rec_int","total_rec_late_fee","recoveries","collection_recovery_fee","last_pymnt_d","last_pymnt_amnt","next_pymnt_d","last_credit_pull_d","collections_12_mths_ex_med","mths_since_last_major_derog","policy_code","application_type","annual_inc_joint","dti_joint","verification_status_joint","acc_now_delinq","tot_coll_amt","tot_cur_bal","open_acc_6m","open_il_6m","open_il_12m","open_il_24m","mths_since_rcnt_il","total_bal_il","il_util","open_rv_12m","open_rv_24m","max_bal_bc","all_util","total_rev_hi_lim","inq_fi","total_cu_tl","inq_last_12m"
1347314,1591866,15075,15075,15075," 36 months",16.29,532.16,"Andera","< 1 year","MORTGAGE",128000,"Verified","Jun-2012","Fully Paid","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=1347314","  Borrower added on 06/10/12 > This loan is aimed to consolidate several term loans into one account with lower total payment.  This action will allow me to manage the budget better.  Thank you for your help!<br><br> Borrower added on 06/10/12 > The large revolving balance is for our Home Equity Line of Credit.  We have been making fixed amount of payments per months.<br>","debt_consolidation","Debt Consolidation No. 2","028xx","RI",20.32,0,"May-1990",1,43,NA,10,0,110487,97.6,21,"f",0,0,19155.0740134,19155.07,15075,4080.07,0,0,0,"Jun-2015",1064.03,NA,"Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27691840,30204996,22925,22925,22850," 60 months",18.24,585.15,"Mechanical Designer","10+ years","OWN",50000,"Source Verified","Sep-2014","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=27691840",NA,"small_business","Business","301xx","GA",31.4,0,"Jun-2000",1,NA,92,11,1,7887,28.1,38,"f",18970.84,18908.78,8816.87,8788.03,3954.16,4862.71,0,0,0,"Dec-2015",585.15,"Feb-2016","Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,0,194140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28100,NA,NA,NA
57364369,61067090,25000,25000,25000," 60 months",8.18,509.07,"Supervisor","10+ years","MORTGAGE",77000,"Not Verified","Aug-2015","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=57364369",NA,"debt_consolidation","Debt consolidation","453xx","OH",7.37,0,"Sep-1993",0,NA,NA,6,0,23624,50.7,21,"w",23283.49,23283.49,2533.99,2533.99,1716.51,817.48,0,0,0,"Jan-2016",509.07,"Feb-2016","Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,0,178944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46600,NA,NA,NA
16932601,19055139,10000,10000,10000," 60 months",12.49,224.93,"Teacher","7 years","MORTGAGE",72500,"Source Verified","May-2014","Charged Off","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=16932601",NA,"debt_consolidation","Debt consolidation","480xx","MI",19.72,0,"Apr-2001",0,NA,NA,10,0,15921,85.1,37,"w",0,0,1349.58,1349.58,744.21,605.37,0,0,0,"Nov-2014",224.93,NA,"Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,0,186595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18700,NA,NA,NA
41398711,44315453,21000,21000,21000," 60 months",20.49,562.12,"Partner ","5 years","RENT",277000,"Verified","Mar-2015","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=41398711",NA,"home_improvement","Home improvement","913xx","CA",20.76,1,"Oct-2001",1,10,NA,16,0,59845,80.3,32,"w",18800.81,18800.81,5597.3,5597.3,2199.19,3398.11,0,0,0,"Jan-2016",562.12,"Feb-2016","Jan-2016",0,31,1,"INDIVIDUAL",NA,NA,NA,0,0,158246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74500,NA,NA,NA
54878508,58449230,4800,4800,4800," 36 months",6.89,147.97,"Plumber Foreman","10+ years","MORTGAGE",128000,"Not Verified","Jul-2015","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=54878508",NA,"car","Car financing","934xx","CA",10.58,0,"Apr-1979",0,NA,NA,11,0,22058,81.1,17,"w",4067.09,4067.09,884.15,884.15,732.91,151.24,0,0,0,"Jan-2016",147.97,"Feb-2016","Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,0,408052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27200,NA,NA,NA
1465086,1721171,18000,18000,17975," 36 months",15.31,626.72,"Hertz","8 years","RENT",76000,"Verified","Aug-2012","Fully Paid","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=1465086",NA,"credit_card","Credit Card Refinance ","074xx","NJ",25.75,2,"Oct-2000",0,8,NA,14,0,16302,42.7,22,"f",0,0,22561.1323216,22529.8,18000,4561.13,0,0,0,"Aug-2015",627.37,NA,"Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46836423,49984292,25600,25600,25600," 36 months",9.17,816.11,"Software Engineer","10+ years","RENT",105000,"Source Verified","Apr-2015","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=46836423",NA,"credit_card","Credit card refinancing","981xx","WA",12.67,0,"Jul-2004",2,35,NA,13,0,21017,38.6,22,"w",20501.32,20501.32,6502.8,6502.8,5098.68,1404.12,0,0,0,"Jan-2016",816.11,"Jan-2016","Jan-2016",0,35,1,"INDIVIDUAL",NA,NA,NA,0,0,33813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54400,NA,NA,NA
60851637,64893395,5000,5000,4900," 36 months",12.69,167.73,"Auto body tech","< 1 year","RENT",52000,"Source Verified","Sep-2015","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=60851637",NA,"credit_card","Credit card refinancing","945xx","CA",14.12,0,"Sep-2004",2,38,NA,11,0,7031,75.6,17,"f",4651.78,4558.74,499.67,489.68,348.22,151.45,0,0,0,"Dec-2015",167.73,"Feb-2016","Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,0,7994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9300,NA,NA,NA
5955658,7427803,6900,6900,6900," 36 months",11.55,227.7,"Pridestaff","3 years","RENT",95000,"Not Verified","Jul-2013","Fully Paid","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=5955658",NA,"credit_card","Credit Card Consolidation","750xx","TX",10.85,0,"Jan-1998",0,33,94,9,1,7455,42.4,20,"f",0,0,8112.67803252,8112.68,6900,1212.68,0,0,0,"Oct-2015",2194.37,NA,"Oct-2015",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,0,11078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17600,NA,NA,NA
41940271,44886987,20000,20000,20000," 60 months",8.18,407.26,"Manager","10+ years","MORTGAGE",86000,"Source Verified","Mar-2015","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=41940271",NA,"credit_card","Credit card refinancing","933xx","CA",25.23,0,"Oct-2001",0,75,NA,16,0,39111,46,29,"w",17206.1,17206.1,4054.42,4054.42,2793.9,1260.52,0,0,0,"Jan-2016",407.26,"Feb-2016","Jan-2016",0,75,1,"INDIVIDUAL",NA,NA,NA,0,0,263189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85100,NA,NA,NA
57960907,61764640,28000,28000,28000," 36 months",9.99,903.35,"Stuff Strategic Applications Engineer","10+ years","RENT",150000,"Source Verified","Aug-2015","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=57960907",NA,"credit_card","Credit card refinancing","951xx","CA",17.5,1,"Jan-2001",1,23,NA,12,0,61624,84.5,17,"f",25285.33,25285.33,3597.86,3597.86,2714.67,883.19,0,0,0,"Dec-2015",903.35,"Feb-2016","Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,0,69651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67300,NA,NA,NA
66545031,71270837,13000,13000,13000," 60 months",13.67,300.27,"RN","3 years","RENT",58000,"Verified","Dec-2015","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=66545031",NA,"credit_card","Credit card refinancing","146xx","NY",16.04,0,"Dec-2003",1,54,NA,17,0,10928,83.4,47,"f",12847.82,12847.82,280.52,280.52,152.18,128.34,0,0,0,"Jan-2016",300.27,"Feb-2016","Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,0,46041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13100,NA,NA,NA
30956099,33519272,35000,35000,35000," 36 months",18.99,1282.79,"Claims Examiner","10+ years","RENT",90504,"Verified","Oct-2014","Late (31-120 days)","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=30956099",NA,"debt_consolidation","Debt consolidation","939xx","CA",17.24,0,"Jun-2001",1,NA,85,14,1,24812,83.8,34,"f",24570.04,24570.04,16602.42,16602.42,10429.96,6172.46,0,0,0,"Dec-2015",1282.79,"Feb-2016","Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,0,30930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29600,NA,NA,NA
46356918,49494660,1500,1500,1500," 36 months",10.99,49.11,"Accounting Manager","10+ years","RENT",45240,"Verified","Apr-2015","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=46356918",NA,"debt_consolidation","Debt consolidation","212xx","MD",5.97,0,"Jul-2000",0,NA,NA,5,0,6483,84.2,7,"w",1169.73,1169.73,441.07,441.07,330.27,110.8,0,0,0,"Jan-2016",49.11,"Feb-2016","Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,0,6483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7700,NA,NA,NA
1103888,1340270,7950,7950,7950," 36 months",10.65,258.96,NA,"n/a","RENT",40000,"Verified","Feb-2012","Fully Paid","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=1103888",NA,"debt_consolidation","Pay off credit card debt","200xx","DC",24.36,0,"Jun-2001",2,NA,NA,11,0,11940,62.8,31,"f",0,0,9288.03608644,9288.04,7950,1338.04,0,0,0,"Sep-2014",1534.12,NA,"Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34372985,37036327,10000,10000,10000," 36 months",12.99,336.9,"Customer Loyalaty Representative ","5 years","OWN",38792,"Verified","Nov-2014","Fully Paid","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=34372985",NA,"debt_consolidation","Debt consolidation","138xx","NY",16.68,0,"Feb-1998",1,NA,84,11,1,4212,20.4,26,"f",0,0,11201.75,11201.75,10000,1201.75,0,0,0,"Dec-2015",7173.38,NA,"Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,225,25213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20600,NA,NA,NA
31437925,34031147,12750,12750,12750," 60 months",10.99,277.16,"Service Manager","10+ years","RENT",62450,"Source Verified","Oct-2014","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=31437925",NA,"credit_card","Credit card refinancing","325xx","FL",7.22,0,"Apr-1994",2,71,NA,6,0,4294,19.5,26,"w",10365.83,10365.83,3872.46,3872.46,2384.17,1488.29,0,0,0,"Jan-2016",277.16,"Feb-2016","Jan-2016",0,71,1,"INDIVIDUAL",NA,NA,NA,0,94,11842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22000,NA,NA,NA
38152160,40935920,19600,19600,19600," 60 months",16.49,481.76,"assistant vp auto lending","9 years","MORTGAGE",74000,"Source Verified","Jan-2015","Fully Paid","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=38152160",NA,"debt_consolidation","Debt consolidation","460xx","IN",33,0,"Apr-1994",1,35,NA,23,0,10113,31.1,34,"f",0,0,20889.65,20889.65,19600,1289.65,0,0,0,"Jul-2015",8.47,NA,"Dec-2015",0,35,1,"INDIVIDUAL",NA,NA,NA,0,0,256543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32500,NA,NA,NA
57254953,60957703,35000,35000,35000," 36 months",11.53,1154.66,"Vp talent acquisition ","2 years","MORTGAGE",135000,"Source Verified","Aug-2015","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=57254953",NA,"credit_card","Credit card refinancing","023xx","MA",14.6,1,"Aug-1997",0,10,NA,9,0,29546,95.3,19,"w",30828.77,30828.77,5750.88,5750.88,4171.23,1579.65,0,0,0,"Jan-2016",1154.66,"Feb-2016","Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,0,423672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31000,NA,NA,NA
13817376,15879723,16800,16800,16800," 60 months",14.16,392.31,"Accountant","2 years","MORTGAGE",54000,"Not Verified","Apr-2014","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=13817376",NA,"debt_consolidation","Debt consolidation","446xx","OH",29.07,0,"Nov-1996",1,NA,NA,13,0,6734,28.1,52,"w",12205.7,12205.7,8238.51,8238.51,4594.3,3644.21,0,0,0,"Jan-2016",392.31,"Feb-2016","Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,0,203924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24000,NA,NA,NA
10179157,12030743,21000,21000,21000," 60 months",16.24,513.37,"FIREFIGHTER","10+ years","MORTGAGE",85000,"Verified","Jan-2014","Charged Off","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=10179157","  Borrower added on 01/08/14 > WE HAD JUST PURCHASED A HOUSE LAST YEAR THAT HAS A WONDERFUL INGROUND POOL THAT HAS BEEN NEGLECTED FOR SOME TIME WITH THE PREVIOUS OWNER. IT NEEDS TO BE RESURFACED DUE TO CRACKS AND STAINS.  ALOT OF THE COPING HAS BECOME LOOSE AS WELL AS THE TILE CHIPPING AND FALLING APART.<br>","home_improvement","RESURFACING OF THE POOL AT THE RESORT","217xx","MD",4.69,0,"Jul-1999",4,NA,NA,8,0,1919,5,19,"f",0,0,7323.98,7323.98,2177.77,2442.53,0,2703.68,486.6624,"Oct-2014",513.37,NA,"Mar-2015",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,0,5986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38000,NA,NA,NA
57255061,60957818,12000,12000,12000," 60 months",13.33,275.07,"journeyman taper","10+ years","RENT",72000,"Verified","Aug-2015","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=57255061",NA,"debt_consolidation","Debt consolidation","939xx","CA",7.85,0,"Nov-2001",0,NA,80,14,1,6836,21.8,22,"w",11275.23,11275.23,1366.46,1366.46,724.77,641.69,0,0,0,"Jan-2016",275.07,"Feb-2016","Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,0,12035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31300,NA,NA,NA
49067130,52375862,6000,6000,6000," 36 months",13.33,203.12,"Associate Dean, Curriculum","3 years","RENT",56848,"Not Verified","May-2015","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=49067130",NA,"debt_consolidation","Debt consolidation","270xx","NC",9.18,0,"Oct-2001",0,50,NA,7,0,2753,70.6,30,"f",5012.28,5012.28,1444.06,1444.06,987.72,456.34,0,0,0,"Jan-2016",203.12,"Feb-2016","Jan-2016",0,50,1,"INDIVIDUAL",NA,NA,NA,0,291,62148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3900,NA,NA,NA
65098690,69635456,24000,24000,23925," 60 months",16.55,590.68,"Asst supervisor","1 year","RENT",68000,"Not Verified","Nov-2015","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=65098690",NA,"debt_consolidation","Debt consolidation","077xx","NJ",30.3,1,"Oct-2000",2,8,NA,23,0,38735,65.5,48,"w",23477.06,23403.69,1170.33,1166.67,522.94,647.39,0,0,0,"Jan-2016",590.68,"Feb-2016","Jan-2016",0,8,1,"INDIVIDUAL",NA,NA,NA,0,0,80612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59100,NA,NA,NA
6547979,7234816,8575,8575,8575," 36 months",19.52,316.59,"Building Performance Lab","1 year","RENT",31200,"Not Verified","Aug-2013","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=6547979",NA,"medical","Medical expenses","113xx","NY",8.04,0,"Feb-2008",2,NA,NA,8,0,5535,68.3,9,"f",2080.13,2080.13,9178.23,9178.23,6494.87,2683.36,0,0,0,"Jan-2016",316.59,"Feb-2016","Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,0,7258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8100,NA,NA,NA
3664786,4627743,13200,13200,13200," 60 months",19.72,347.67,"Birmingham Diocese","6 years","RENT",60000,"Verified","Apr-2013","Fully Paid","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=3664786","  Borrower added on 03/21/13 > A debt consolidation loan that will pay off five credit cards I currently have at a higher interest rate.<br>","debt_consolidation","Freedom Loan","352xx","AL",27.84,0,"May-1994",2,29,NA,13,0,16489,67.6,31,"f",0,0,16208.4481877,16208.45,13200,3008.45,0,0,0,"Jul-2014",11345.86,NA,"Jan-2015",0,63,1,"INDIVIDUAL",NA,NA,NA,0,0,53142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24400,NA,NA,NA
55198672,58769401,16000,16000,16000," 36 months",9.17,510.07,"Global Investigator","10+ years","MORTGAGE",89100,"Source Verified","Jul-2015","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=55198672",NA,"debt_consolidation","Debt consolidation","727xx","AR",34.84,0,"Jan-1983",1,68,NA,22,0,41596,62.3,38,"w",13628.27,13628.27,3052.27,3052.27,2371.73,680.54,0,0,0,"Jan-2016",510.07,"Feb-2016","Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,0,254292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66800,NA,NA,NA
59300112,63187862,15000,15000,15000," 36 months",7.89,469.29,"Chief Financial Officer","10+ years","MORTGAGE",130000,"Source Verified","Sep-2015","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=59300112",NA,"credit_card","Credit card refinancing","948xx","CA",27.26,0,"Nov-2002",0,NA,NA,17,0,28757,58.8,30,"w",13502.65,13502.65,1864.01,1864.01,1497.35,366.66,0,0,0,"Jan-2016",469.29,"Feb-2016","Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,0,517475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48900,NA,NA,NA
33591773,36245071,7800,7800,7800," 36 months",20.99,293.83,"Cook 2","4 years","MORTGAGE",26000,"Source Verified","Nov-2014","Charged Off","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=33591773",NA,"debt_consolidation","Debt consolidation","134xx","NY",22.35,1,"Sep-1997",1,19,30,8,1,7006,55.6,25,"w",0,0,3067.13,3067.13,646.29,510.84,0,1910,343.8,"Mar-2015",293.83,NA,"Jan-2016",0,19,1,"INDIVIDUAL",NA,NA,NA,0,0,110067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12600,NA,NA,NA
16271560,18374081,18000,18000,17900," 36 months",11.67,595.03,"RN","5 years","RENT",50000,"Source Verified","May-2014","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=16271560",NA,"debt_consolidation","Debt consolidation","330xx","FL",22.25,0,"Sep-2008",1,32,NA,12,0,11524,64,27,"f",8777.17,8728.41,11900.6,11834.49,9222.83,2677.77,0,0,0,"Jan-2016",595.03,"Feb-2016","Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,0,69114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18000,NA,NA,NA
46376270,49513993,35000,35000,35000," 36 months",12.29,1167.36,"Driver","10+ years","MORTGAGE",102000,"Verified","Apr-2015","In Grace Period","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=46376270",NA,"debt_consolidation","Debt consolidation","541xx","WI",27.16,0,"Jan-2002",0,NA,NA,10,0,31557,62.2,21,"f",28292.01,28292.01,9314.98,9314.98,6707.99,2606.99,0,0,0,"Dec-2015",1167.36,"Feb-2016","Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,0,187296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50700,NA,NA,NA
43499581,46526315,20400,20400,20400," 60 months",14.65,481.58,"Driller","10+ years","MORTGAGE",75000,"Source Verified","Mar-2015","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=43499581",NA,"debt_consolidation","Debt consolidation","272xx","NC",30.89,0,"Aug-2001",0,25,NA,12,0,2769,61.5,26,"w",18202.07,18202.07,4301.01,4301.01,2197.93,2103.08,0,0,0,"Jan-2016",481.58,"Feb-2016","Jan-2016",0,39,1,"INDIVIDUAL",NA,NA,NA,0,0,87473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4500,NA,NA,NA
537616,694440,5000,5000,5000," 36 months",7.14,154.71,"Island Septic Systems","4 years","MORTGAGE",26400,"Not Verified","Jun-2010","Fully Paid","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=537616",NA,"home_improvement","2010disaster","294xx","SC",1.59,0,"May-1985",0,NA,NA,5,0,1152,25,11,"f",0,0,5562.99,5562.99,5000,562.99,0,0,0,"Apr-2013",624.09,NA,"Apr-2013",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1677342,1959657,20950,20950,20950," 60 months",19.05,544.04,"spirits","6 years","OWN",48000,"Source Verified","Nov-2012","Fully Paid","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=1677342","  Borrower added on 10/24/12 > pay off my other credit card<br><br> Borrower added on 10/24/12 > Tell your story. What is your loan for?<br><br> Borrower added on 10/24/12 > Tell your story. What is your loan for?<br>","debt_consolidation","pay off credid card","672xx","KS",24.45,0,"Feb-2003",3,NA,NA,6,0,5085,66.2,14,"f",0,0,21610.4,21610.4,20950,660.4,0,0,0,"Jan-2013",21071.6,NA,"Feb-2013",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,0,30068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7685,NA,NA,NA
46792947,49940688,35000,35000,35000," 60 months",15.61,843.9,"Project Manager","< 1 year","RENT",110240,"Verified","May-2015","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=46792947",NA,"debt_consolidation","Debt consolidation","850xx","AZ",18.46,0,"Dec-2001",0,NA,NA,8,0,30490,96.8,18,"w",31745.85,31745.85,6690.49,6690.49,3254.15,3436.34,0,0,0,"Jan-2016",843.9,"Feb-2016","Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,0,99803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31500,NA,NA,NA
67266486,72068230,8800,8800,8800," 36 months",7.49,273.7,"Territory Manager","8 years","MORTGAGE",64000,"Not Verified","Dec-2015","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=67266486",NA,"debt_consolidation","Debt consolidation","550xx","MN",12.43,0,"Dec-2005",0,32,NA,9,0,8300,45.6,17,"w",8800,8800,0,0,0,0,0,0,0,NA,0,"Feb-2016","Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,325,154978,0,1,0,1,13,11159,77.6,1,1,7729,59.7,18200,0,0,1
5786716,7218865,15000,15000,14950," 36 months",13.11,506.21,"Trinity Funeral Funding","10+ years","MORTGAGE",55000,"Verified","Jun-2013","Fully Paid","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=5786716",NA,"debt_consolidation","Consolidate","076xx","NJ",18.09,0,"Dec-1999",2,NA,NA,9,0,15788,45.6,18,"f",0,0,17914.6043222,17854.9,15000,2914.6,0,0,0,"Aug-2015",4866.87,NA,"Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,0,17216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34400,NA,NA,NA
26409865,28882658,24000,24000,24000," 60 months",14.49,564.56,"Customer Service","10+ years","RENT",48000,"Source Verified","Sep-2014","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=26409865",NA,"debt_consolidation","Debt consolidation","917xx","CA",31.2,1,"Aug-1994",0,8,NA,26,0,24530,39.2,45,"w",19182.37,19182.37,9032.96,9032.96,4817.63,4215.33,0,0,0,"Jan-2016",564.56,"Feb-2016","Jan-2016",0,57,1,"INDIVIDUAL",NA,NA,NA,0,0,36833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62600,NA,NA,NA
61932403,66125126,24000,24000,23975," 60 months",17.86,607.62,"driver","10+ years","MORTGAGE",80000,"Source Verified","Oct-2015","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=61932403",NA,"debt_consolidation","Debt consolidation","110xx","NY",22.63,0,"May-2000",0,36,NA,10,0,14227,73.7,16,"f",23237.5,23213.3,1763.33,1761.49,762.5,1000.83,0,0,0,"Jan-2016",607.62,"Feb-2016","Jan-2016",0,36,1,"INDIVIDUAL",NA,NA,NA,0,0,352637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19300,NA,NA,NA
46683274,49831028,24000,24000,24000," 36 months",16.99,855.55,"E-7","10+ years","RENT",70000,"Source Verified","May-2015","Late (31-120 days)","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=46683274",NA,"debt_consolidation","Debt consolidation","763xx","TX",19.14,1,"Jan-1997",1,23,NA,8,0,10240,37.9,16,"f",20569.4,20569.4,4982.44,4982.44,3430.6,1551.84,0,0,0,"Oct-2015",1005.09,"Feb-2016","Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,121,30606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27000,NA,NA,NA
7719225,9420712,7000,7000,7000," 60 months",24.08,201.71,NA,"n/a","MORTGAGE",45345,"Verified","Oct-2013","Fully Paid","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=7719225",NA,"other","need cash","349xx","FL",15.51,0,"May-1997",4,NA,NA,5,0,6255,65.2,14,"w",0,0,7279.71,7279.71,7000,279.71,0,0,0,"Jan-2014",7078,NA,"Aug-2014",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,0,130790,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9600,NA,NA,NA
7916513,9638562,18000,18000,18000," 36 months",15.1,624.86,"Business training consultant","9 years","RENT",46500,"Verified","Oct-2013","Fully Paid","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=7916513",NA,"debt_consolidation","Debt consolidation","891xx","NV",34.04,1,"Dec-1990",1,12,NA,22,0,18960,62.4,34,"f",0,0,21912.8300782,21912.83,18000,3912.83,0,0,0,"Nov-2015",90.98,NA,"Oct-2015",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,0,54038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30400,NA,NA,NA
