"loan_amnt","term","int_rate","addr_state","dti","delinq_2yrs","inq_last_6mths","open_acc","revol_bal","revol_util","total_acc","collections_12_mths_ex_med","application_type","acc_now_delinq","tot_coll_amt","tot_cur_bal","total_rev_hi_lim","has_major_derog","has_delinq","has_public_record","has_credit_summary","earliest_cr_line_age_years","employed_flag","home_ownership.MORTGAGE","home_ownership.OTHER","home_ownership.OWN","purpose.credit_card","purpose.debt_consolidation","purpose.home_improvement","annual_inc_log","pub_rec_flag","verification_status.Source.Verified","verification_status.Verified"
16000," 36 months",13.35,"CA",25.82,0,2,20,36065,58.4,37,0,"INDIVIDUAL",0,0,53465,61800,0,0,0,1,37.4164383561644,1,1,0,0,1,0,0,11.4075760603618,0,1,0
9100," 36 months",16.29,"OH",34.25,0,0,9,20937,98.3,32,0,"INDIVIDUAL",0,0,270974,21300,0,1,0,1,29.6657534246575,1,1,0,0,0,1,0,10.8590182281479,0,0,1
21125," 60 months",21.99,"TN",11.9,1,0,18,5751,71.9,50,0,"INDIVIDUAL",0,130,227495,8000,1,1,1,1,24.3315068493151,1,1,0,0,0,1,0,11.1562648066437,1,0,1
15600," 60 months",13.99,"MN",34.09,0,0,15,10729,82.5,23,0,"INDIVIDUAL",0,0,89214,13000,0,1,0,1,19.3315068493151,1,0,0,0,1,0,0,10.6454487065059,0,0,1
10000," 36 months",7.12,"FL",7.24,0,0,8,10054,23.4,17,0,"INDIVIDUAL",0,0,172938,43000,0,0,0,1,26.4986301369863,1,1,0,0,0,1,0,11.4075760603618,0,0,0
12000," 60 months",18.24,"IL",12.82,3,1,11,29693,91.1,22,0,"INDIVIDUAL",0,0,193818,32600,1,1,0,1,24.0794520547945,1,1,0,0,0,1,0,10.8197982842103,0,0,0
28000," 36 months",12.35,"TX",14.98,0,0,24,34803,68.6,40,0,"INDIVIDUAL",0,0,526841,50700,0,0,0,1,45.1643835616438,1,1,0,0,0,1,0,11.9829353441964,0,1,0
19200," 60 months",18.55,"NY",22.6,0,0,15,21296,62.3,27,0,"INDIVIDUAL",0,0,38819,34200,0,1,0,1,39.6657534246575,1,0,0,0,0,1,0,11.1844352867906,0,1,0
26000," 36 months",11.67,"AZ",12.59,0,0,9,27361,66.2,27,0,"INDIVIDUAL",0,0,68943,41300,0,0,0,1,39.1643835616438,1,1,0,0,1,0,0,11.9829353441964,0,1,0
35000," 60 months",20.49,"WA",29.48,0,0,15,36904,95.1,24,0,"INDIVIDUAL",0,0,347978,38800,0,0,0,1,22.1643835616438,1,1,0,0,1,0,0,11.5991123354811,0,0,1
12000," 36 months",11.22,"TN",20.6,0,1,10,9371,52.9,17,0,"INDIVIDUAL",0,0,10339,17700,0,0,1,1,17.6657534246575,0,0,0,1,0,1,0,10.4913019948302,1,0,1
7200," 36 months",6.92,"RI",11.72,0,1,6,15933,36.2,28,0,"INDIVIDUAL",0,0,80647,23700,0,0,0,0,30.9123287671233,1,1,0,0,1,0,0,11.3504183001091,0,0,0
9600," 36 months",12.49,"GA",10.49,0,1,6,5035,67.1,13,0,"INDIVIDUAL",0,0,10483,7500,1,1,0,1,27.4986301369863,1,1,0,0,0,1,0,10.463131911492,0,0,0
6000," 36 months",12.12,"NY",18.09,0,1,12,9559,66.4,17,0,"INDIVIDUAL",0,0,80647,23700,0,0,0,0,21.9123287671233,1,0,0,0,1,0,0,10.5966597327836,0,0,0
1500," 36 months",6.89,"AZ",19.38,0,0,4,3362,43.1,11,0,"INDIVIDUAL",0,0,39310,7800,0,0,0,1,29.3315068493151,0,0,0,1,0,0,1,11.002116507732,0,1,0
14400," 60 months",18.99,"LA",20.74,2,1,6,526,35.1,15,0,"INDIVIDUAL",0,0,63569,1500,1,1,0,1,23.827397260274,1,1,0,0,0,0,0,11.5617251529038,0,0,1
8750," 36 months",15.61,"VA",14.99,1,2,16,6406,33.9,31,0,"INDIVIDUAL",0,63,227184,18900,0,1,1,1,25.5835616438356,1,1,0,0,0,1,0,11.5129354649202,1,0,0
35000," 60 months",18.55,"TX",31.62,0,1,21,46869,69.7,46,0,"INDIVIDUAL",0,0,401760,67200,0,0,0,1,31.3315068493151,1,1,0,0,0,1,0,11.5617251529038,0,0,1
16825," 60 months",13.99,"CA",8.77,0,1,6,7968,80.5,14,0,"INDIVIDUAL",0,0,23451,9900,0,0,0,1,26.4164383561644,1,0,0,0,0,1,0,11.0397327560111,0,1,0
4500," 36 months",6.03,"CT",13.38,0,0,11,4785,12.8,25,0,"INDIVIDUAL",0,0,39225,37500,0,0,0,1,22.0794520547945,1,0,0,0,1,0,0,11.1346036226839,0,0,0
5000," 36 months",18.55,"NC",37.65,0,1,7,11541,48.3,27,0,"INDIVIDUAL",0,0,11541,23900,0,1,0,1,19.3315068493151,1,1,0,0,0,1,0,9.77001330113616,0,0,1
17325," 36 months",6.03,"NY",8.27,0,1,9,11627,11.7,34,0,"INDIVIDUAL",0,0,456571,77700,0,0,0,1,30.9123287671233,1,1,0,0,0,0,1,11.7360770162524,0,0,1
19200," 60 months",14.31,"CA",20.49,0,1,12,8237,21.3,23,0,"INDIVIDUAL",0,1033,159256,38700,0,1,0,1,29.9123287671233,1,0,0,0,0,1,0,11.1562648066437,0,0,1
8000," 36 months",16.55,"AL",12.8,0,1,7,8916,95.9,20,0,"INDIVIDUAL",0,0,90919,9300,0,0,0,1,24.5835616438356,1,1,0,0,0,1,0,10.3089859934221,0,1,0
4800," 36 months",18.75,"NY",21.46,1,1,21,5776,47.7,30,0,"INDIVIDUAL",0,0,165896,12100,1,1,0,1,23.1643835616438,1,0,0,0,1,0,0,10.9151066458675,0,0,0
7000," 36 months",11.99,"MD",21.38,0,0,16,11222,52.4,31,0,"INDIVIDUAL",0,0,28856,21400,0,1,0,1,21.6657534246575,1,0,0,0,0,0,0,11.1746656315495,0,1,0
6400," 36 months",14.98,"SC",23.51,2,2,6,3482,54.4,28,0,"INDIVIDUAL",0,0,11158,6400,0,1,0,1,27.5835616438356,1,0,0,1,1,0,0,10.4341452149305,0,0,0
25850," 60 months",20.99,"MO",21.69,1,0,10,8246,52.9,46,0,"INDIVIDUAL",0,0,231318,15600,1,1,0,1,24.827397260274,1,1,0,0,0,1,0,11.1562648066437,0,1,0
11950," 36 months",18.92,"NJ",26.58,0,0,15,44829,84.7,24,0,"INDIVIDUAL",0,0,81482,68600,1,1,0,1,48.2465753424658,1,0,0,0,0,1,0,11.3193528517463,0,1,0
18000," 60 months",18.99,"SD",24.58,0,1,8,4179,65.3,9,0,"INDIVIDUAL",0,0,38601,6400,0,0,0,1,14.4164383561644,1,0,0,0,0,1,0,10.8613232175474,0,1,0
21000," 60 months",9.99,"CA",24.17,0,0,13,44089,86.4,28,0,"INDIVIDUAL",0,0,264744,51000,0,0,0,1,25.827397260274,1,1,0,0,0,1,0,11.3851034570321,0,0,1
10000," 60 months",20.2,"NY",12.8,0,1,6,3712,75.8,12,0,"INDIVIDUAL",0,0,16307,4900,0,1,0,1,37.3315068493151,1,0,0,0,0,1,0,11.002116507732,0,1,0
19175," 36 months",16.29,"WA",27.71,0,0,12,32811,78.9,32,0,"INDIVIDUAL",0,0,237521,41600,0,0,0,1,25.1643835616438,1,1,0,0,0,1,0,11.2239091695053,0,0,0
12500," 36 months",9.17,"PA",16.28,0,2,12,1415,9.5,32,0,"INDIVIDUAL",0,12903,109784,14900,1,1,0,1,41.1643835616438,1,1,0,0,0,0,1,11.3504183001091,0,0,0
7800," 36 months",9.17,"MA",12.9,0,0,8,10510,43.8,9,0,"INDIVIDUAL",0,0,25404,24000,0,0,0,1,13.827397260274,1,1,0,0,1,0,0,10.8036692274771,0,0,0
10000," 36 months",10.49,"LA",17.28,0,1,16,20320,55.5,33,0,"INDIVIDUAL",0,0,69342,36600,0,1,0,1,25.0794520547945,1,0,0,0,0,1,0,11.6526961029598,0,0,0
6500," 36 months",10.15,"NY",17.61,0,0,11,7207,34.8,13,0,"INDIVIDUAL",0,0,17525,20700,0,0,0,1,16.5835616438356,1,0,0,0,0,1,0,10.9151066458675,0,0,0
8500," 36 months",18.85,"OR",9.09,0,1,11,7397,49,24,0,"INDIVIDUAL",0,800,7397,15100,1,1,1,1,30.4164383561644,1,0,0,0,0,1,0,10.463131911492,1,0,0
12000," 36 months",6.62,"NY",17.18,0,0,13,2015,4.6,18,0,"INDIVIDUAL",0,0,17461,44200,0,1,0,1,31.0794520547945,1,0,0,0,1,0,0,11.2252567257629,0,0,0
1000," 36 months",10.16,"OH",14.93,0,2,9,6217,19.6,34,0,"INDIVIDUAL",0,0,80647,23700,0,1,0,0,27.0794520547945,1,1,0,0,0,0,0,10.8197982842103,0,0,0
18000," 60 months",18.75,"AL",15.76,0,0,6,7553,65.1,17,0,"INDIVIDUAL",0,0,172000,11600,0,0,0,1,25.5835616438356,1,1,0,0,0,0,1,11.3504183001091,0,0,1
6000," 36 months",9.99,"CA",30.53,2,0,10,8809,76.6,23,0,"INDIVIDUAL",0,0,128813,11500,1,1,0,1,35.1643835616438,1,0,0,0,1,0,0,10.2036291813376,0,1,0
35000," 36 months",19.72,"TX",11.81,1,1,10,23048,42.9,28,0,"INDIVIDUAL",0,0,43659,53700,0,1,0,1,27.4164383561644,1,0,0,0,0,1,0,11.7752974217158,0,1,0
20000," 60 months",17.57,"MD",14.64,0,1,16,21580,63.8,39,0,"INDIVIDUAL",0,1159,238856,33800,0,1,0,1,48.7506849315068,1,1,0,0,0,1,0,11.0821579333748,0,1,0
12000," 36 months",12.99,"FL",8.53,3,1,11,10217,56.1,27,0,"INDIVIDUAL",0,0,276728,18200,1,1,0,1,25.4164383561644,1,1,0,0,0,1,0,11.6952553550628,0,0,1
16000," 60 months",16.78,"NY",34.87,0,1,20,15001,32.8,47,0,"INDIVIDUAL",0,0,61954,45700,0,1,0,1,25.9123287671233,1,1,0,0,0,1,0,10.4913019948302,0,0,1
16000," 36 months",14.99,"CA",21.22,0,1,9,13086,61.4,15,0,"INDIVIDUAL",0,0,28581,21300,0,0,0,1,18.0794520547945,1,0,0,0,0,1,0,10.8197982842103,0,1,0
29475," 60 months",17.86,"TX",34.66,0,0,19,38886,69.8,57,0,"INDIVIDUAL",0,0,74401,55700,0,1,0,1,30.9972602739726,1,0,0,0,0,1,0,11.0686519586953,0,1,0
18000," 60 months",15.99,"MI",5.5,0,2,8,12962,51.8,14,0,"INDIVIDUAL",0,0,12962,25000,0,0,0,1,19.827397260274,1,0,0,1,1,0,0,11.002116507732,0,1,0
14000," 60 months",9.17,"TX",21.69,0,0,14,17092,49.4,22,0,"INDIVIDUAL",0,0,256586,34600,0,0,0,1,24.7506849315069,1,1,0,0,0,1,0,11.1954849703542,0,0,0
12725," 36 months",14.49,"MN",17.47,0,0,10,13057,54.6,35,0,"INDIVIDUAL",0,224,153143,23900,0,1,0,1,20.2465753424658,1,1,0,0,0,1,0,10.534785924769,0,0,1
24000," 36 months",6.89,"NH",11.56,0,1,15,6975,13.1,41,0,"INDIVIDUAL",0,0,116805,53400,0,0,0,1,29.5835616438356,1,1,0,0,1,0,0,11.0821579333748,0,0,0
10000," 36 months",12.29,"MO",10.53,0,1,8,9417,51.2,17,0,"INDIVIDUAL",0,0,24995,18400,1,1,0,1,21.5835616438356,1,1,0,0,0,1,0,11.0186455364637,0,0,0
12000," 36 months",12.29,"NY",9.2,0,1,8,15659,70.2,13,0,"INDIVIDUAL",0,0,23952,22300,0,0,0,1,20.1643835616438,1,0,0,0,0,1,0,11.1490964199386,0,0,0
12000," 60 months",13.18,"MA",20.07,0,0,9,20439,87.3,11,0,"INDIVIDUAL",0,0,52685,23400,0,0,0,1,15.7506849315069,1,0,0,0,1,0,0,11.4075760603618,0,1,0
7200," 36 months",11.14,"AZ",4.18,0,1,6,5364,59.6,14,0,"INDIVIDUAL",0,0,148413,9000,0,0,0,1,23.2465753424658,0,0,0,1,0,1,0,11.1562648066437,0,0,1
19875," 36 months",14.16,"CO",11.33,0,0,3,14395,100,7,0,"INDIVIDUAL",0,0,14395,14400,0,0,0,1,25.827397260274,1,0,0,0,1,0,0,10.7220110886128,0,1,0
5000," 36 months",22.15,"CA",14.41,0,0,14,9255,46.7,15,0,"INDIVIDUAL",0,0,9255,19800,0,0,0,1,16.4986301369863,1,0,0,0,0,0,0,10.043292972227,0,1,0
10000," 36 months",12.29,"MN",27.36,0,2,13,17010,63.9,33,0,"INDIVIDUAL",0,0,226277,26600,0,0,0,1,27.5835616438356,1,1,0,0,0,1,0,10.7144399907278,0,0,0
16000," 60 months",19.72,"IL",20.47,0,0,14,36804,44.8,19,0,"INDIVIDUAL",0,164,73341,82200,0,0,0,1,30.4986301369863,1,0,0,0,1,0,0,11.4075760603618,0,0,1
4000," 36 months",8.67,"CA",3.88,2,1,3,4015,63.7,4,0,"INDIVIDUAL",0,0,4015,6300,0,1,0,1,21.3315068493151,1,0,0,0,0,1,0,10.3089859934221,0,0,1
20000," 36 months",14.47,"TX",23.46,1,1,15,15257,48.3,40,0,"INDIVIDUAL",0,0,38665,31600,0,1,1,1,22.0794520547945,1,0,0,1,0,1,0,11.0821579333748,1,1,0
10725," 36 months",15.61,"FL",11.31,0,1,10,9989,48.3,15,0,"INDIVIDUAL",0,2575,9989,20700,0,0,0,1,25.9972602739726,1,0,0,1,0,1,0,10.3028675169883,0,0,0
30000," 36 months",11.14,"FL",13.74,0,0,18,13767,29.3,37,0,"INDIVIDUAL",0,0,34082,44200,0,0,1,1,43.2465753424658,1,1,0,0,0,1,0,11.4256340487733,1,0,1
15000," 60 months",13.99,"OK",14.36,0,0,7,13623,47.5,9,0,"INDIVIDUAL",0,0,163650,28700,0,0,0,1,19.827397260274,1,1,0,0,0,0,0,11.002116507732,0,0,0
16000," 60 months",18.25,"CO",21.81,0,1,16,8770,38.6,32,0,"INDIVIDUAL",0,3006,23983,22700,1,1,1,1,26.1643835616438,1,0,0,0,0,1,0,10.8780660602808,1,0,1
14000," 36 months",9.17,"TX",6.45,3,1,11,3167,47.3,45,0,"INDIVIDUAL",0,0,134270,6700,1,1,0,1,44.3315068493151,1,1,0,0,0,1,0,10.7144399907278,0,1,0
20000," 60 months",13.99,"PA",31.26,0,0,10,11219,64.5,16,0,"INDIVIDUAL",0,231,130607,17400,0,1,1,1,26.4164383561644,1,1,0,0,1,0,0,10.9508240905224,1,0,0
22000," 60 months",12.69,"DE",11.47,2,1,7,5984,96.5,32,0,"INDIVIDUAL",0,317,316752,6200,1,1,0,1,29.1643835616438,1,1,0,0,0,1,0,11.6526961029598,0,1,0
24000," 60 months",16.55,"LA",5.28,0,1,13,13601,47.7,31,0,"INDIVIDUAL",0,0,34189,28500,1,1,0,1,41.2465753424658,1,0,0,1,0,1,0,11.4295547255373,0,0,0
3200," 36 months",19.05,"OH",29.73,0,1,6,19295,74.2,30,0,"INDIVIDUAL",0,0,61547,26000,0,0,0,1,31.0794520547945,1,0,0,0,0,0,0,11.4075760603618,0,0,1
20800," 36 months",11.55,"GA",19.34,0,0,10,17281,93.9,28,0,"INDIVIDUAL",0,0,160828,18400,0,0,0,1,26.0794520547945,1,1,0,0,0,1,0,11.2252567257629,0,0,1
3000," 36 months",23.43,"MO",27.03,4,1,7,1084,20.5,14,0,"INDIVIDUAL",0,0,110302,5300,0,1,1,1,18.0794520547945,1,1,0,0,0,0,0,10.8197982842103,1,0,0
10000," 36 months",13.99,"FL",17.07,0,2,10,5733,53.1,24,0,"INDIVIDUAL",0,57,12784,10800,0,1,1,1,27.4986301369863,1,0,0,1,0,1,0,10.463131911492,1,0,1
6000," 36 months",11.99,"MI",13.45,0,1,11,5364,40.3,18,0,"INDIVIDUAL",0,0,16975,13300,1,1,1,1,30.5835616438356,1,0,0,0,0,1,0,10.9682155307592,1,1,0
11700," 60 months",12.29,"TX",26.13,2,0,14,10929,46.7,21,0,"INDIVIDUAL",0,0,83626,23400,0,1,1,1,35.0794520547945,1,0,0,0,1,0,0,10.8590182281479,1,0,0
3600," 36 months",12.29,"CA",15.87,1,1,9,2377,18.3,18,0,"INDIVIDUAL",0,372,31770,10100,0,1,0,1,17.9123287671233,1,0,0,0,0,1,0,10.7144399907278,0,0,0
8000," 36 months",11.99,"CA",3.44,0,0,7,6401,85.4,15,0,"INDIVIDUAL",0,0,80647,23700,0,1,0,0,23.4986301369863,1,0,0,0,0,0,0,11.7752974217158,0,0,1
25600," 60 months",19.24,"MN",8.39,1,2,12,332,2.4,31,0,"INDIVIDUAL",0,0,186733,13800,1,1,0,1,27.7506849315069,1,1,0,0,0,0,0,10.9723448530528,0,1,0
18000," 36 months",9.99,"NJ",29.06,0,0,13,13472,31.3,31,0,"INDIVIDUAL",0,0,63587,43000,0,1,0,1,23.1643835616438,1,0,0,0,0,1,0,11.002116507732,0,0,1
11200," 36 months",6.03,"NY",17.71,0,0,13,11594,23.2,39,0,"INDIVIDUAL",0,0,305215,49900,0,1,0,1,29.0794520547945,1,0,0,0,0,1,0,11.1704492404313,0,0,0
15000," 60 months",7.69,"OH",14.07,0,0,25,28285,30.4,69,0,"INDIVIDUAL",0,0,176209,92900,0,0,0,1,50.9972602739726,1,0,0,1,0,1,0,11.970356641103,0,1,0
15000," 36 months",9.99,"MA",18.73,0,0,8,25023,84,26,0,"INDIVIDUAL",0,0,25930,29800,0,0,0,1,29.9123287671233,1,0,0,0,0,1,0,11.314486721294,0,0,1
32000," 36 months",14.3,"IN",25.64,0,3,24,32053,60.8,55,0,"INDIVIDUAL",0,0,483090,52700,0,0,0,1,45.4164383561644,1,1,0,0,0,1,0,12.0015116147394,0,0,1
14600," 60 months",17.86,"PA",15.65,0,1,12,7678,42.9,24,0,"INDIVIDUAL",0,0,136370,17900,1,1,0,1,18.0794520547945,1,1,0,0,1,0,0,10.8197982842103,0,0,1
9800," 36 months",6.39,"WA",15.61,2,0,7,6533,72.5,17,0,"INDIVIDUAL",0,0,27528,9000,0,1,0,1,18.5835616438356,1,0,0,0,1,0,0,10.1266711030504,0,0,0
8750," 36 months",13.33,"GA",4.93,0,2,8,2653,18,33,0,"INDIVIDUAL",0,0,2653,14700,0,1,1,1,52.7506849315068,0,0,0,0,0,1,0,10.5636207184773,1,0,1
21000," 60 months",17.57,"TX",20.03,0,2,14,22447,66,42,0,"INDIVIDUAL",0,0,183401,34000,0,1,0,1,22.7506849315069,1,1,0,0,0,1,0,11.3326138868151,0,1,0
5800," 36 months",10.49,"WA",19.55,0,1,7,10877,65.9,13,0,"INDIVIDUAL",0,0,47630,16500,0,0,0,1,15.0794520547945,1,0,0,0,1,0,0,10.9295470693558,0,1,0
7125," 36 months",16.99,"NJ",30.42,0,3,22,13667,49,26,0,"INDIVIDUAL",0,0,187780,28150,0,0,0,1,23.5835616438356,1,1,0,0,1,0,0,10.9508240905224,0,0,1
15000," 60 months",13.33,"WV",27.26,1,0,11,21283,36.2,35,0,"INDIVIDUAL",0,0,82066,58800,1,1,0,1,22.5835616438356,1,0,0,1,0,1,0,11.4616426968431,0,0,0
22400," 60 months",22.99,"MO",31.2,0,0,10,20371,80.5,34,0,"INDIVIDUAL",0,0,59075,25300,0,0,0,1,26.3315068493151,1,0,0,1,0,1,0,10.9331248267007,0,1,0
25000," 36 months",12.99,"CT",19.79,0,0,13,38520,51.9,35,0,"INDIVIDUAL",0,0,313530,74200,0,0,0,1,20.1643835616438,1,1,0,0,0,1,0,11.5129354649202,0,1,0
9000," 36 months",14.99,"MA",14.95,1,0,9,4697,81,22,0,"INDIVIDUAL",0,0,18849,5800,1,1,0,1,22.3315068493151,1,0,0,0,0,1,0,10.7789771230064,0,0,0
1000," 36 months",20.99,"FL",10.53,0,2,11,4193,83.9,27,0,"INDIVIDUAL",0,0,37698,5000,1,1,0,1,22.3315068493151,1,0,0,1,0,0,0,10.463131911492,0,0,1
18000," 60 months",17.57,"CT",37.6,1,0,17,24834,83.6,27,0,"INDIVIDUAL",0,0,59155,29700,1,1,0,1,32.2465753424658,1,0,0,0,0,1,0,10.8590182281479,0,1,0
19200," 60 months",23.99,"NY",14.94,0,0,11,17443,89,23,0,"INDIVIDUAL",0,0,97313,19600,0,0,0,1,47.1643835616438,1,0,0,1,0,0,0,11.002116507732,0,0,1
5000," 36 months",15.31,"MN",15.57,1,1,18,5535,31.1,28,0,"INDIVIDUAL",0,0,7940,17800,1,1,0,1,29.9972602739726,1,0,0,0,0,1,0,10.7144399907278,0,0,1
27000," 36 months",10.15,"VA",31.59,0,1,14,17170,85.8,24,0,"INDIVIDUAL",0,0,81504,20000,0,0,0,1,21.0794520547945,1,0,0,1,0,1,0,11.2183127644368,0,1,0
10000," 36 months",6.03,"NY",9.69,0,0,7,7261,25.3,17,0,"INDIVIDUAL",0,0,150124,28700,0,0,0,1,26.827397260274,1,1,0,0,0,1,0,11.0398290580142,0,0,0
12000," 60 months",12.99,"FL",20.11,0,0,20,22388,35,35,0,"INDIVIDUAL",0,634,179984,63900,0,1,0,1,29.1643835616438,1,1,0,0,0,0,1,11.2252567257629,0,1,0
18000," 60 months",12.05,"AZ",33.29,0,1,20,16608,69.2,37,0,"INDIVIDUAL",0,7562,90647,24000,1,1,0,1,29.6657534246575,1,0,0,0,0,1,0,11.002116507732,0,0,0
34200," 60 months",19.99,"CA",23.19,0,1,17,24244,63.6,33,0,"INDIVIDUAL",0,0,70563,38100,0,0,1,1,26.827397260274,1,0,0,0,1,0,0,11.6699377607519,1,0,1
10000," 36 months",11.44,"MD",15.54,1,1,19,13790,77.9,33,0,"INDIVIDUAL",0,0,49958,17700,1,1,0,1,20.9123287671233,1,0,0,0,0,1,0,11.2644769261024,0,0,0
10000," 36 months",10.65,"AZ",12.39,0,0,8,12075,75,12,0,"INDIVIDUAL",0,0,80647,23700,0,0,0,0,21.0794520547945,1,0,0,0,1,0,0,10.2399955028053,0,1,0
5550," 36 months",15.81,"FL",18.59,0,2,10,3069,23.2,28,0,"INDIVIDUAL",0,0,80647,23700,0,1,1,0,24.0794520547945,1,0,0,1,0,1,0,10.7144399907278,1,1,0
5000," 36 months",14.33,"CA",22.73,0,4,17,47262,68.1,31,0,"INDIVIDUAL",0,0,433783,69400,0,0,0,1,37.0794520547945,1,1,0,0,1,0,0,11.3044857800212,0,0,1
4000," 36 months",11.99,"OH",17.7,0,1,13,7247,60.4,37,0,"INDIVIDUAL",0,0,113983,12000,1,1,0,1,32.9972602739726,1,0,0,1,0,1,0,10.8590182281479,0,0,1
16150," 36 months",10.49,"CA",16.57,1,1,12,4320,14.8,62,0,"INDIVIDUAL",0,0,197864,29100,0,1,0,1,24.9972602739726,1,0,0,0,0,0,0,11.970356641103,0,1,0
8800," 36 months",16.55,"TX",7.79,0,1,7,6786,42.4,9,0,"INDIVIDUAL",0,0,18786,16000,0,0,0,1,24.7506849315069,1,0,0,0,0,1,0,9.99884318585288,0,0,1
16300," 36 months",8.67,"OH",14.01,0,0,10,31760,70.1,28,0,"INDIVIDUAL",0,0,136210,45300,0,0,0,1,25.4164383561644,1,1,0,0,0,1,0,10.5966597327836,0,0,0
35000," 36 months",8.19,"TX",24.2,0,0,9,32739,70.9,25,0,"INDIVIDUAL",0,0,134293,46200,0,0,0,1,26.7506849315069,1,1,0,0,1,0,0,11.522479677775,0,0,1
15000," 60 months",12.29,"PA",37.75,0,0,18,21739,35.6,46,0,"INDIVIDUAL",0,0,245195,61100,0,0,0,1,25.3315068493151,1,1,0,0,1,0,0,11.0666539872197,0,0,0
8000," 36 months",14.98,"CA",24.76,3,1,4,3678,85.5,27,0,"INDIVIDUAL",0,0,67815,4300,1,1,0,1,22.6657534246575,1,1,0,0,0,0,0,11.0821579333748,0,1,0
15000," 60 months",17.1,"MN",15.45,0,1,10,6308,68.6,35,0,"INDIVIDUAL",0,0,123545,9200,0,0,1,1,38.3315068493151,1,1,0,0,1,0,0,10.7995959850478,1,0,1
6400," 36 months",7.69,"AZ",14.46,0,0,9,5860,58.6,43,0,"INDIVIDUAL",0,0,201588,10000,1,1,1,1,28.4986301369863,1,1,0,0,0,1,0,11.2252567257629,1,0,0
10750," 60 months",18.99,"MD",33.28,0,1,8,16606,82.6,15,0,"INDIVIDUAL",0,0,38754,20100,0,0,0,1,18.4164383561644,1,0,0,1,0,1,0,10.3089859934221,0,1,0
21000," 36 months",8.18,"CA",24.77,1,2,10,9096,67,28,0,"INDIVIDUAL",0,0,349252,13600,1,1,1,1,42.5835616438356,1,1,0,0,1,0,0,11.4295547255373,1,0,1
11925," 36 months",16.29,"KY",18.1,0,1,5,3737,46.7,13,0,"INDIVIDUAL",0,0,28031,8000,0,0,1,1,22.1643835616438,1,0,0,0,1,0,0,10.5966597327836,1,1,0
18000," 36 months",9.67,"TN",7,0,3,13,25739,57.6,27,0,"INDIVIDUAL",0,0,25739,44700,0,0,0,1,22.4986301369863,1,0,0,0,1,0,0,11.5521557934619,0,0,0
24000," 36 months",8.19,"TX",13.26,0,0,21,23140,47.1,38,0,"INDIVIDUAL",0,0,536562,49100,0,1,0,1,23.3315068493151,1,1,0,0,1,0,0,11.7360770162524,0,1,0
16000," 36 months",9.99,"TX",19.65,0,0,12,11930,60.6,46,0,"INDIVIDUAL",0,0,89697,19700,1,1,0,1,35.3315068493151,1,0,0,0,0,1,0,10.9331248267007,0,1,0
13600," 36 months",19.52,"CA",29.67,0,0,8,9669,47.4,24,0,"INDIVIDUAL",0,0,53574,20400,0,1,0,1,21.1643835616438,1,0,0,0,0,1,0,10.5966597327836,0,0,1
27000," 36 months",12.29,"CT",31.72,0,0,8,21598,62.4,35,0,"INDIVIDUAL",0,0,35190,34600,0,1,0,1,30.1643835616438,1,0,0,0,0,1,0,11.0821579333748,0,1,0
11200," 36 months",11.49,"WI",27.79,1,0,17,42737,89,34,0,"INDIVIDUAL",0,0,500112,48000,0,1,0,1,36.4986301369863,1,0,0,0,0,1,0,11.7905647772974,0,0,1
12000," 36 months",13.99,"CO",17.87,0,2,7,7107,101.5,9,0,"INDIVIDUAL",0,0,58813,7000,0,0,0,1,17.1643835616438,1,0,0,0,0,1,0,10.9151066458675,0,1,0
13000," 36 months",11.67,"NY",7.52,1,0,8,9653,59.6,9,0,"INDIVIDUAL",0,0,9653,16200,1,1,0,1,19.0794520547945,1,0,0,0,0,1,0,10.7144399907278,0,0,0
12000," 60 months",24.99,"NV",29.72,0,2,15,31302,57.6,33,0,"INDIVIDUAL",0,154,49013,54300,0,0,0,1,21.9123287671233,1,0,0,0,0,1,0,11.002116507732,0,1,0
8100," 36 months",16.49,"NJ",23.56,0,1,27,9059,26.6,57,0,"INDIVIDUAL",0,0,80647,23700,0,1,0,0,32.9972602739726,1,1,0,0,0,1,0,11.6526961029598,0,0,1
15000," 36 months",11.22,"VA",18.96,0,1,13,16085,29.3,23,0,"INDIVIDUAL",0,354,95250,54900,0,0,1,1,24.5835616438356,1,1,0,0,1,0,0,11.9049743094802,1,0,1
20000," 60 months",16.99,"AZ",26.44,0,0,20,15666,36.3,55,0,"INDIVIDUAL",0,0,87152,43100,0,0,0,1,27.5835616438356,1,1,0,0,0,1,0,11.1562648066437,0,1,0
8225," 36 months",13.18,"FL",16.7,1,0,7,2818,74.2,16,0,"INDIVIDUAL",0,0,330882,3800,1,1,1,1,24.2465753424658,1,0,0,1,0,1,0,11.4186257744496,1,0,0
8500," 36 months",16.29,"NC",19.16,0,0,4,9488,81.1,8,0,"INDIVIDUAL",0,0,9488,11700,0,0,0,1,19.9123287671233,1,0,0,0,0,1,0,10.1266711030504,0,0,0
2500," 36 months",12.29,"GA",9.3,0,1,10,3937,52.5,19,0,"INDIVIDUAL",0,7337,22154,7500,1,1,1,1,33.9972602739726,1,0,0,0,0,0,0,10.2853769241156,1,0,0
